code_etab;id_contrib;comment_1;note_globale_1;sentiment_SERVICE_1;target_SERVICE_1;sample_SERVICE_1;sentiment_AMBIANCE_1;target_AMBIANCE_1;sample_AMBIANCE_1;sentiment_QUALITY_1;target_QUALITY_1;sample_QUALITY_1;sentiment_PRICE_1;target_PRICE_1;sample_PRICE_1;sentiment_GENERAL_1;target_GENERAL_1;sample_GENERAL_1;sentiment_LOCATION_1;target_LOCATION_1;sample_LOCATION_1;comment_2;note_globale_2;sentiment_SERVICE_2;target_SERVICE_2;sample_SERVICE_2;sentiment_AMBIANCE_2;target_AMBIANCE_2;sample_AMBIANCE_2;sentiment_QUALITY_2;target_QUALITY_2;sample_QUALITY_2;sentiment_PRICE_2;target_PRICE_2;sample_PRICE_2;sentiment_GENERAL_2;target_GENERAL_2;sample_GENERAL_2;sentiment_LOCATION_2;target_LOCATION_2;sample_LOCATION_2;comment_3;note_globale_3;sentiment_SERVICE_3;target_SERVICE_3;sample_SERVICE_3;sentiment_AMBIANCE_3;target_AMBIANCE_3;sample_AMBIANCE_3;sentiment_QUALITY_3;target_QUALITY_3;sample_QUALITY_3;sentiment_PRICE_3;target_PRICE_3;sample_PRICE_3;sentiment_GENERAL_3;target_GENERAL_3;sample_GENERAL_3;sentiment_LOCATION_3;target_LOCATION_3;sample_LOCATION_3;summary_SERVICE;summary_AMBIANCE;summary_QUALITY;summary_PRICE;summary_GENERAL;summary_LOCATION
51385241;5667ccc6d1db7e18d303ff44;"Après avoir eu des avis positifs, j'ai eu la curiosité d'essayer ce restaurant. Que fut ma déception dès l 'accueil d'une froideur extrême. La méconnaissance oenologique de la serveuse aurait du me donner la puce à l'oreille. Les plats n'ont pas été à la hauteur de la réputation de l'enseigne. Après avoir émis un mécontentement auprès du responsable, l'indifférence régnait et aucun geste commercial pour me retenir en tant que cliente n'a été effectué. De plus, la politesse d'un simple au revoir n'a pas été respectée. Je suis fort déçue et ne reviendrai en aucun cas dans ce restaurant, et je ne le conseillerai à personne.";2;"negative";"accueil, serveuse";"La méconnaissance oenologique de la serveuse aurait du me donner la puce à l'oreille";"-";"-";"-";"negative";"plats";"Les plats n'ont pas été à la hauteur de la réputation de l'enseigne";"-";"-";"-";"negative";"restaurant, restaurant";"j'ai eu la curiosité d'essayer ce restaurant";"-";"-";"-";"Après avoir eu des avis positifs, j'ai eu la curiosité d'essayer ce restaurant. Que fut ma déception dès l 'accueil d'une froideur extrême. La méconnaissance oenologique de la serveuse aurait du me donner la puce à l'oreille. Les plats n'ont pas été à la hauteur de la réputation de l'enseigne. Après avoir émis un mécontentement auprès du responsable, l'indifférence régnait et aucun geste commercial pour me retenir en tant que cliente n'a été effectué. De plus, la politesse d'un simple au revoir n'a pas été respectée. Je suis fort déçue et ne reviendrai en aucun cas dans ce restaurant, et je ne le conseillerai à personne.";2;"negative";"accueil, serveuse";"La méconnaissance oenologique de la serveuse aurait du me donner la puce à l'oreille";"-";"-";"-";"negative";"plats";"Les plats n'ont pas été à la hauteur de la réputation de l'enseigne";"-";"-";"-";"negative";"restaurant, restaurant";"j'ai eu la curiosité d'essayer ce restaurant";"-";"-";"-";"-";2;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"negative";"-";"negative";"-";"negative";"-"
51387987;5667ccbcd1db7e18d303d37a;"J adore ce restaurant. Tres beau. Personnel adorable. Et nourriture remarquable.";5;"positive";"Personnel";"Personnel adorable";"-";"-";"-";"positive";"nourriture";"Et nourriture remarquable";"-";"-";"-";"positive";"restaurant";"J adore ce restaurant";"-";"-";"-";"Ambiance et décoration agréables, serveur sympa, prix accessibles, nourriture bonne même si j'aurai préférée un peu plus sentir les épices indiennes, bon lahsi. Bref: un resto sympa pour passer un bon moment";5;"positive";"serveur";"serveur sympa";"positive";"Ambiance";"Ambiance et décoration agréables";"positive";"nourriture";"nourriture bonne même si j'aurai préférée un peu plus sentir les épices indiennes";"positive";"prix";"prix accessibles";"positive";"resto";"un resto sympa pour passer un bon moment";"-";"-";"-";"J adore ce restaurant. Tres beau. Personnel adorable. Et nourriture remarquable.";5;"positive";"Personnel";"Personnel adorable";"-";"-";"-";"positive";"nourriture";"Et nourriture remarquable";"-";"-";"-";"positive";"restaurant";"J adore ce restaurant";"-";"-";"-";"positive";"positive";"positive";"positive";"positive";"-"
51388460;5667ccc7d1db7e18d30401a9;"nous etions de passage à EQUEMAUVILLE, nous avons bien fait de nous arrêter à l assiette des mondes, nous nous sommes regalés, la carte est variée ,l accueil tres chaleureux et le cadre magnifique où nous avons passé une agreable soirée, nous reviendrons !!!";5;"positive";"accueil";"l accueil tres chaleureux et le cadre magnifique où nous avons passé une agreable soirée";"positive";"cadre";"l accueil tres chaleureux et le cadre magnifique où nous avons passé une agreable soirée";"positive";"carte";"la carte est variée";"-";"-";"-";"-";"-";"-";"-";"-";"-";"nous etions de passage à EQUEMAUVILLE, nous avons bien fait de nous arrêter à l assiette des mondes, nous nous sommes regalés, la carte est variée ,l accueil tres chaleureux et le cadre magnifique où nous avons passé une agreable soirée, nous reviendrons !!!";5;"positive";"accueil";"l accueil tres chaleureux et le cadre magnifique où nous avons passé une agreable soirée";"positive";"cadre";"l accueil tres chaleureux et le cadre magnifique où nous avons passé une agreable soirée";"positive";"carte";"la carte est variée";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"-";"-";"-"
51390729;5667ccc7d1db7e18d304025b;"Très bon resto rapport qualite prix, et bien place a proximité d'un parking seul bémol la déco";4;"-";"-";"-";"positive";"déco";"et bien place a proximité d'un parking seul bémol la déco";"-";"-";"-";"positive";"qualite prix";"Très bon resto rapport qualite prix";"positive";"resto";"Très bon resto rapport qualite prix";"-";"-";"-";"Très bon resto rapport qualite prix, et bien place a proximité d'un parking seul bémol la déco";4;"-";"-";"-";"positive";"déco";"et bien place a proximité d'un parking seul bémol la déco";"-";"-";"-";"positive";"qualite prix";"Très bon resto rapport qualite prix";"positive";"resto";"Très bon resto rapport qualite prix";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"-"
51391880;574f60c76370b6407440955c;"Bonne adresse à deux pas des Halles pour un diner entre amis. Cuisine bistronomique, moderne et créative. On recommande le gaspacho d'asperge, le succulent burger et le magret. Joli soufflé en dessert pour les plus gourmands.";5;"-";"-";"-";"-";"-";"-";"positive";"Cuisine, magret";"le succulent burger et le magret";"-";"-";"-";"positive";"adresse";"Bonne adresse à deux pas des Halles pour un diner entre amis";"-";"-";"-";"Bonne adresse à deux pas des Halles pour un diner entre amis. Cuisine bistronomique, moderne et créative. On recommande le gaspacho d'asperge, le succulent burger et le magret. Joli soufflé en dessert pour les plus gourmands.";5;"-";"-";"-";"-";"-";"-";"positive";"Cuisine, magret";"le succulent burger et le magret";"-";"-";"-";"positive";"adresse";"Bonne adresse à deux pas des Halles pour un diner entre amis";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-"
51398319;5667ccbdd1db7e18d303d60d;"J'ai mis un avis car les autres sont totalement injustifiés. Accueil très chaleureux cadre agréable, très belle terrasse. En plus la nourriture est bonne et cela va du chateaubriand aux pizzas. Je mange au restaurant tous les jours donc ne tenez pas compte des autres avis...";5;"positive";"Accueil";"Accueil très chaleureux cadre agréable";"positive";"cadre, terrasse";"très belle terrasse";"positive";"nourriture, pizzas";"En plus la nourriture est bonne et cela va du chateaubriand aux pizzas";"-";"-";"-";"positive";"restaurant";"Je mange au restaurant tous les jours donc ne tenez pas compte des autres avis";"-";"-";"-";"J'ai mis un avis car les autres sont totalement injustifiés. Accueil très chaleureux cadre agréable, très belle terrasse. En plus la nourriture est bonne et cela va du chateaubriand aux pizzas. Je mange au restaurant tous les jours donc ne tenez pas compte des autres avis...";5;"positive";"Accueil";"Accueil très chaleureux cadre agréable";"positive";"cadre, terrasse";"très belle terrasse";"positive";"nourriture, pizzas";"En plus la nourriture est bonne et cela va du chateaubriand aux pizzas";"-";"-";"-";"positive";"restaurant";"Je mange au restaurant tous les jours donc ne tenez pas compte des autres avis";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"-";"positive";"-"
51401499;5667ccc7d1db7e18d3040470;"très bon accueil mercii encore pour cette bonne crêpe et désolée pour les paroles de la chanson..vraiment connais pas..à bientôt";5;"positive";"accueil";"très bon accueil mercii encore pour cette bonne crêpe et désolée pour les paroles de la chanson";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"très bon accueil mercii encore pour cette bonne crêpe et désolée pour les paroles de la chanson..vraiment connais pas..à bientôt";5;"positive";"accueil";"très bon accueil mercii encore pour cette bonne crêpe et désolée pour les paroles de la chanson";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"-";"-";"-";"-"
51403166;5667ccc7d1db7e18d30404f0;"ne vous fiez pas à sa petite terrasse, c est bien la seule chose sans prétention de ce restaurant !  le reste est de haute qualité ! cuisine traditionnelle très bien réalisée, à l'évidence avec des produits frais, des entrées au dessert. tout est bon, le pain (très important et révélateur !), le vin, les entrées, les plats, les frites MAISON, et les desserts, faits maison également et vraiment à tomber. la carte change assez souvent et propose toujours de belles surprises. le traditionnel foie gras est succulent. l'assiette nordique, souvent au menu est également une merveilleuse mise en bouche.  vraiment un excellent restaurant, pas très cher, en face de notre dame. les deux serveurs sont comme il faut !";5;"positive";"serveurs";"les deux serveurs sont comme il faut";"positive";"terrasse";"ne vous fiez pas à sa petite terrasse";"positive";"cuisine, produits, pain, vin, plats, frites, desserts, carte, foie gras, assiette, menu";"souvent au menu est également une merveilleuse mise en bouche";"-";"-";"-";"positive";"restaurant, restaurant";"c est bien la seule chose sans prétention de ce restaurant";"-";"-";"-";"ne vous fiez pas à sa petite terrasse, c est bien la seule chose sans prétention de ce restaurant !  le reste est de haute qualité ! cuisine traditionnelle très bien réalisée, à l'évidence avec des produits frais, des entrées au dessert. tout est bon, le pain (très important et révélateur !), le vin, les entrées, les plats, les frites MAISON, et les desserts, faits maison également et vraiment à tomber. la carte change assez souvent et propose toujours de belles surprises. le traditionnel foie gras est succulent. l'assiette nordique, souvent au menu est également une merveilleuse mise en bouche.  vraiment un excellent restaurant, pas très cher, en face de notre dame. les deux serveurs sont comme il faut !";5;"positive";"serveurs";"les deux serveurs sont comme il faut";"positive";"terrasse";"ne vous fiez pas à sa petite terrasse";"positive";"cuisine, produits, pain, vin, plats, frites, desserts, carte, foie gras, assiette, menu";"souvent au menu est également une merveilleuse mise en bouche";"-";"-";"-";"positive";"restaurant, restaurant";"c est bien la seule chose sans prétention de ce restaurant";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"-";"positive";"-"
51403639;57aae2c0b93790073112d9f4;"Super pizza. Bien garnies et avec de bons produits";5;"-";"-";"-";"-";"-";"-";"positive";"pizza, produits";"Bien garnies et avec de bons produits";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Super pizza. Bien garnies et avec de bons produits";5;"-";"-";"-";"-";"-";"-";"positive";"pizza, produits";"Bien garnies et avec de bons produits";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"-";"-"
51409974;5667ccbdd1db7e18d303d873;"Très bonne pizza et à bon prix. Les personnes sont sympa, mais on dirait qu'ils ouvrent un peu quand ils veulent";5;"-";"-";"-";"-";"-";"-";"positive";"pizza";"Très bonne pizza et à bon prix";"positive";"prix";"Très bonne pizza et à bon prix";"-";"-";"-";"-";"-";"-";"Très bonne pizza et à bon prix. Les personnes sont sympa, mais on dirait qu'ils ouvrent un peu quand ils veulent";5;"-";"-";"-";"-";"-";"-";"positive";"pizza";"Très bonne pizza et à bon prix";"positive";"prix";"Très bonne pizza et à bon prix";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"-";"-"
51416183;5667ccbed1db7e18d303da5a;"Nous nous sommes installés à la terrase à 21h47, à 22h15 nous avons du comprendre par nous même que le service s’arrête à 21h30, les employés nous regardaient discrètement , mais pas un seul n'est venu nous dire qu'il était trop tard pour être servi.";3;"negative";"service";"à 22h15 nous avons du comprendre par nous même que le service s’arrête à 21h30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Commande prise à 14h00 apéro servi rapidement et les plats 1h00 plus tard et dans les assiettes rien à manger Arnaqueà coté de nous au bout d' 1h15 une table de 10 personnes on leur signale que certain plats ne sont plus dispo";3;"-";"-";"-";"-";"-";"-";"negative";"plats, assiettes, plats";"Commande prise à 14h00 apéro servi rapidement et les plats 1h00 plus tard et dans les assiettes rien à manger Arnaqueà coté de nous au bout d' 1h15 une table de 10 personnes on leur signale que certain plats ne sont plus dispo";"-";"-";"-";"-";"-";"-";"-";"-";"-";"carte variée, service impeccable, serveuses sympa et accueillantes,  j'y suis allé en saison et en hiver, rien à redire Je préfère la carte d'hiver avec la tartiflettes, jambonneaux, hummm";3;"positive";"service, serveuses";"serveuses sympa et accueillantes";"-";"-";"-";"positive";"carte";"carte variée";"-";"-";"-";"-";"-";"-";"-";"-";"-";"neutral";"-";"neutral";"-";"-";"-"
51420107;5667ccbed1db7e18d303dbaa;"Excellente cuisine gastronomique, bonne cave, le tout servi avec empressement et sans attente exagérée. Formules, plats du moment ou à la carte. Un des rares restaurants d'Aix à proposer du gibier, cuisine traditionnelle avec une touche d'originalité. Les prix sont un peu élevés mais tout à fait justifiés. Bref, un endroit à recommander si l'on veut bien manger et passer un bon moment.";5;"positive";"attente";"le tout servi avec empressement et sans attente exagérée";"-";"-";"-";"positive";"cuisine, cave, plats, carte, cuisine";"Excellente cuisine gastronomique";"positive";"prix";"Les prix sont un peu élevés mais tout à fait justifiés";"positive";"endroit";"un endroit à recommander si l'on veut bien manger et passer un bon moment";"-";"-";"-";"Le service est parfait, la décoration et l'ambiance sont au top Le cadre est très agréable la carte est recherchée, les cuissons parfaitement maîtrisées et les accords de saveurs souvent inédits et le service des plus attentifs";5;"positive";"service, service";"Le service est parfait";"positive";"ambiance, cadre";"la décoration et l'ambiance sont au top Le cadre est très agréable la carte est recherchée";"positive";"carte, cuissons, accords de saveurs";"les cuissons parfaitement maîtrisées et les accords de saveurs souvent inédits et le service des plus attentifs";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Excellente cuisine gastronomique, bonne cave, le tout servi avec empressement et sans attente exagérée. Formules, plats du moment ou à la carte. Un des rares restaurants d'Aix à proposer du gibier, cuisine traditionnelle avec une touche d'originalité. Les prix sont un peu élevés mais tout à fait justifiés. Bref, un endroit à recommander si l'on veut bien manger et passer un bon moment.";5;"positive";"attente";"le tout servi avec empressement et sans attente exagérée";"-";"-";"-";"positive";"cuisine, cave, plats, carte, cuisine";"Excellente cuisine gastronomique";"positive";"prix";"Les prix sont un peu élevés mais tout à fait justifiés";"positive";"endroit";"un endroit à recommander si l'on veut bien manger et passer un bon moment";"-";"-";"-";"positive";"positive";"positive";"positive";"positive";"-"
51420625;5667ccbed1db7e18d303dbce;"Cadre sympathique, original, j' adore les lampes exposées ! mais c' est bien la seule chose que j' adore !!!!! ma cuisine est bien meilleure que la leur et je ne suis pas un cordon bleu .... arretez vous pour un cocktail et profiter du cadre mais pour diner, passez votre chemin.";4;"-";"-";"-";"positive";"Cadre, cadre";"Cadre sympathique";"positive";"cuisine";"ma cuisine est bien meilleure que la leur et je ne suis pas un cordon bleu";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Cadre sympathique, original, j' adore les lampes exposées ! mais c' est bien la seule chose que j' adore !!!!! ma cuisine est bien meilleure que la leur et je ne suis pas un cordon bleu .... arretez vous pour un cocktail et profiter du cadre mais pour diner, passez votre chemin.";4;"-";"-";"-";"positive";"Cadre, cadre";"Cadre sympathique";"positive";"cuisine";"ma cuisine est bien meilleure que la leur et je ne suis pas un cordon bleu";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"-";"-";"-"
51425383;56e94150af32f05692821e26;"Petit restaurant sympa et accueillant. Cuisine élaborée et savoureuse. Personnel au petit soin. Nous avons adorés.";5;"positive";"Personnel";"Personnel au petit soin";"-";"-";"-";"positive";"Cuisine, savoureuse";"Cuisine élaborée et savoureuse";"-";"-";"-";"positive";"restaurant";"Petit restaurant sympa et accueillant";"-";"-";"-";"Très bon accueil, chaleureux et souriant. La cuisine est très bonne et copieuse, on y passe un super moment dans un cadre convivial. L'endroit rend honneur à l'Alsace  J'y retournerai.";5;"positive";"accueil";"Très bon accueil";"positive";"cadre";"on y passe un super moment dans un cadre convivial";"positive";"cuisine";"La cuisine est très bonne et copieuse";"-";"-";"-";"positive";"endroit";"L'endroit rend honneur à l'Alsace  J'y retournerai";"-";"-";"-";"je suis aller manger dans ce restaurant, et franchement je suis super satisfait.le cadre est trés trés agréable, un accueil super chaleureux, et un personnel avec un sens de l'humour au-dela de toute mes espérances. Hônnetement, je vous le conseil vivement vous ne serez pas du tout déçu.";5;"positive";"accueil, personnel";"et un personnel avec un sens de l'humour au-dela de toute mes espérances";"positive";"cadre";"le cadre est trés trés agréable";"-";"-";"-";"-";"-";"-";"positive";"restaurant";"je suis aller manger dans ce restaurant";"-";"-";"-";"positive";"positive";"positive";"-";"positive";"-"
51426564;5667ccbed1db7e18d303dd8c;"Bon accueil avec petit amuse bouche, deux possibilités pour le plat du jour, belle présentation des assiettes et vraiment excellent. Très bon petit restaurant à ne pas louper.";4;"positive";"accueil";"Bon accueil avec petit amuse bouche";"-";"-";"-";"positive";"plat du jour, assiettes";"belle présentation des assiettes et vraiment excellent";"-";"-";"-";"positive";"restaurant";"Très bon petit restaurant à ne pas louper";"-";"-";"-";"Bon accueil avec petit amuse bouche, deux possibilités pour le plat du jour, belle présentation des assiettes et vraiment excellent. Très bon petit restaurant à ne pas louper.";4;"positive";"accueil";"Bon accueil avec petit amuse bouche";"-";"-";"-";"positive";"plat du jour, assiettes";"belle présentation des assiettes et vraiment excellent";"-";"-";"-";"positive";"restaurant";"Très bon petit restaurant à ne pas louper";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"positive";"-"
51428330;5667ccc9d1db7e18d3040c0b;"La pagaline est une petite (vraiment très petite) crêperie  du havre. La cuisine est vraiment très bonne avec un rapport qualité / prix quasi imbattable";5;"-";"-";"-";"-";"-";"-";"positive";"cuisine";"La cuisine est vraiment très bonne avec un rapport qualité / prix quasi imbattable";"positive";"qualité / prix";"La cuisine est vraiment très bonne avec un rapport qualité / prix quasi imbattable";"-";"-";"-";"-";"-";"-";"Petite crêperie certes mais on y mange parfaitement bien. Le choix est très varié et les produits de bonne qualité. D'après les commentaires lus, la serveuse est un peu timide mais ce soir là elle était très souriante......";5;"positive";"serveuse";"la serveuse est un peu timide mais ce soir là elle était très souriante";"-";"-";"-";"positive";"produits";"Le choix est très varié et les produits de bonne qualité";"-";"-";"-";"-";"-";"-";"-";"-";"-";"La pagaline est une petite (vraiment très petite) crêperie  du havre. La cuisine est vraiment très bonne avec un rapport qualité / prix quasi imbattable";5;"-";"-";"-";"-";"-";"-";"positive";"cuisine";"La cuisine est vraiment très bonne avec un rapport qualité / prix quasi imbattable";"positive";"qualité / prix";"La cuisine est vraiment très bonne avec un rapport qualité / prix quasi imbattable";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"-";"-"
51431945;5667ccbed1db7e18d303de8a;"Restaurant sans prétention au cadre agréable. De passage sur Grenoble pour le travail ce lieu nous a été glissé par notre hôte. Cela a fait mouche. Service sobre et souriant, mets frais et bien cuisinés, ambiance neutre mais l'anniversaire d'une dame a apporter un moment de convivialité générale! Les prix sont également contenus. Bref une petite adresse sympa";4;"positive";"Service";"Service sobre et souriant";"positive";"cadre, ambiance";"ambiance neutre mais l'anniversaire d'une dame a apporter un moment de convivialité générale";"positive";"mets";"mets frais et bien cuisinés";"positive";"prix";"Les prix sont également contenus";"positive";"Restaurant, lieu, adresse";"Bref une petite adresse sympa";"-";"-";"-";"Très bonne adresse que je conseille surtout pour les couples. Déco vintage et produits régionaux.";4;"-";"-";"-";"positive";"Déco";"Déco vintage et produits régionaux";"positive";"produits";"Déco vintage et produits régionaux";"-";"-";"-";"positive";"adresse";"Très bonne adresse que je conseille surtout pour les couples";"-";"-";"-";"Certes les plats dressés genre&quotnouvelle cuisine&quot&quotsont suffisamment bon,mais l'ambiance générale est moyenne:silence mortel le soir ou j'y suis allée même pas un fond musical....serveur peu accueillant sans pour autant être désagréable.Aucune découverte quant à la carte.&quot";4;"negative";"serveur";"serveur peu accueillant sans pour autant être désagréable";"negative";"ambiance";"mais l'ambiance générale est moyenne";"negative";"plats, carte";"Aucune découverte quant à la carte";"-";"-";"-";"-";"-";"-";"-";"-";"-";"neutral";"neutral";"neutral";"positive";"positive";"-"
51435674;57667a53493252021724bd2f;"Je suis parti en famille pour la fête des pères le temps d'attente pour les boissons est de 45 minutes Il nous a fallu attendre 1h30 minutes pour les commende je n'avais plus faim j'ai commender une deuxième boissons on me l'a servie comme un chien j'ai u mar je suis parti";1;"negative";"attente";"Je suis parti en famille pour la fête des pères le temps d'attente pour les boissons est de 45 minutes Il nous a fallu attendre 1h30 minutes pour les commende je n'avais plus faim j'ai commender une deuxième boissons on me l'a servie comme un chien j'ai u mar je suis parti";"-";"-";"-";"negative";"boissons";"Je suis parti en famille pour la fête des pères le temps d'attente pour les boissons est de 45 minutes Il nous a fallu attendre 1h30 minutes pour les commende je n'avais plus faim j'ai commender une deuxième boissons on me l'a servie comme un chien j'ai u mar je suis parti";"-";"-";"-";"-";"-";"-";"-";"-";"-";"ambiance bon enfant. la cuisine est très bonne et les assiettes sont copieuses.";1;"-";"-";"-";"positive";"ambiance";"ambiance bon enfant";"positive";"cuisine, assiettes";"la cuisine est très bonne et les assiettes sont copieuses";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Suite un repas  entre collègue de travail  c est très bien car l attente est très longue  le cadre sympas ,la cuisine métro créole  bonne et copieuse  .Ne pas oublier de réservé car il y a trop de monde et sa manque d intimité";1;"positive";"attente";"Suite un repas  entre collègue de travail  c est très bien car l attente est très longue  le cadre sympas";"positive";"cadre";"Suite un repas  entre collègue de travail  c est très bien car l attente est très longue  le cadre sympas";"positive";"repas, cuisine";"la cuisine métro créole  bonne et copieuse";"-";"-";"-";"-";"-";"-";"-";"-";"-";"neutral";"positive";"neutral";"-";"-";"-"
51437879;5667ccbfd1db7e18d303e000;"Très bonne pizza de bonne qualité ,  les employés sont agréables, dommage que la &quotDi blatta&quot&quot ne soit pas encore sortie!&quot";5;"-";"-";"-";"-";"-";"-";"positive";"pizza";"Très bonne pizza de bonne qualité";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Très bonne pizza de bonne qualité ,  les employés sont agréables, dommage que la &quotDi blatta&quot&quot ne soit pas encore sortie!&quot";5;"-";"-";"-";"-";"-";"-";"positive";"pizza";"Très bonne pizza de bonne qualité";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"-";"-"
51439562;5667ccbfd1db7e18d303e0a6;"Une très bonne soirée en amoureux au bord de la plage! Nous avons du réserver pour avoir de la place mais malgré le prix cela n'est pas excessif au vue de la qualité des produits qui est excellente! Les serveurs sont souriants malgré la charge de travail! Je le recommande!";4;"positive";"serveurs";"Les serveurs sont souriants malgré la charge de travail";"-";"-";"-";"positive";"produits";"Nous avons du réserver pour avoir de la place mais malgré le prix cela n'est pas excessif au vue de la qualité des produits qui est excellente";"positive";"prix";"Nous avons du réserver pour avoir de la place mais malgré le prix cela n'est pas excessif au vue de la qualité des produits qui est excellente";"-";"-";"-";"-";"-";"-";"Une nouvelle fois une très bonne soirée avec un plateau de fruits de mer de très bonne qualité en terrasse avec le bassin d'Arcachon en fond ! Soirée entre filles validée !!!";4;"-";"-";"-";"positive";"terrasse";"Une nouvelle fois une très bonne soirée avec un plateau de fruits de mer de très bonne qualité en terrasse avec le bassin d'Arcachon en fond";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Une très bonne soirée en amoureux au bord de la plage! Nous avons du réserver pour avoir de la place mais malgré le prix cela n'est pas excessif au vue de la qualité des produits qui est excellente! Les serveurs sont souriants malgré la charge de travail! Je le recommande!";4;"positive";"serveurs";"Les serveurs sont souriants malgré la charge de travail";"-";"-";"-";"positive";"produits";"Nous avons du réserver pour avoir de la place mais malgré le prix cela n'est pas excessif au vue de la qualité des produits qui est excellente";"positive";"prix";"Nous avons du réserver pour avoir de la place mais malgré le prix cela n'est pas excessif au vue de la qualité des produits qui est excellente";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"positive";"-";"-"
51441550;5667ccbfd1db7e18d303e20e;"Une carte originale avec un mélange de saveurs vraiment intéressant ! Un concept intéressant de duo ou trio d entrées et de desserts. Une bonne petite adresse !";4;"-";"-";"-";"-";"-";"-";"positive";"carte, mélange de saveurs, desserts";"Un concept intéressant de duo ou trio d entrées et de desserts";"-";"-";"-";"positive";"adresse";"Une bonne petite adresse";"-";"-";"-";"un cadre sympa, un chef aux petits soins, produits de qualité, cuisine a la fois gastronomique, gourmande, copieuse, originale, de saison, du terroir...vraiment au top!!!!";4;"-";"-";"-";"positive";"cadre";"un cadre sympa";"positive";"produits, cuisine";"cuisine a la fois gastronomique";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Une carte originale avec un mélange de saveurs vraiment intéressant ! Un concept intéressant de duo ou trio d entrées et de desserts. Une bonne petite adresse !";4;"-";"-";"-";"-";"-";"-";"positive";"carte, mélange de saveurs, desserts";"Un concept intéressant de duo ou trio d entrées et de desserts";"-";"-";"-";"positive";"adresse";"Une bonne petite adresse";"-";"-";"-";"-";"positive";"positive";"-";"positive";"-"
